strategy_uid,market,stock_id,jump_date,entry_date,exit_date,trade_return
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW,8101,2024-01-02,2023-06-01,2024-05-02,3.0355443355119776
TW::P_IC_qb0of3__DEBTRATIO_qb0of3__None__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__C12_EPS_DYN_yoy__v0,TW,8077,2022-07-29,2022-06-01,2023-04-06,2.6384798969072154
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::MOM_qb2of3__OCF_E_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::P_IC_qb0of3__None__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,6130,2011-12-15,2010-04-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::MOM_qb2of3__REVENUE_qb1of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__REVENUE_qb1of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__C16_FCF_P_DYN_riseq2__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__C16_FCF_P_DYN_riseq2__v0,TW,8101,2024-01-02,2023-06-01,2024-05-02,3.0355443355119776
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C5_ROE_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C5_ROE_DYN_yoy__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C5_ROE_DYN_yoy__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::EV_S_qb1of3__DEBTRATIO_qb2of3__C11_EPS_DYN_qmax8__v0,TW,3043,2022-07-29,2022-04-01,2022-09-01,7.063770253164555
TW::P_IC_qb0of3__None__C10_EPS_DYN_qmax4__v0,TW,8077,2022-07-29,2022-06-01,2022-09-01,3.7879644329896895
TW::MOM_qb2of3__ROIC_qb2of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__ROIC_qb2of3__C17_FCF_P_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__EPS_qb2of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__EPS_qb2of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::PS_qb1of3__OCF_E_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__C9_EPS_DYN_riseq2__v0,TW,8077,2022-07-29,2021-12-01,2023-04-06,2.2978883177570046
TW::PB_qb1of3__NETDEBT_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v0,TW,5314,2022-07-29,2022-06-01,2022-09-01,2.6810291208791237
TW::MOM_qb2of3__REV_G_qb2of3__C5_ROE_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::P_IC_qb0of3__PS_qb0of3__C8_EPS_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::MOM_qb2of3__REVENUE_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::P_IC_qb0of3__OCF_E_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,8077,2022-07-29,2022-06-01,2023-04-06,2.6384798969072154
TW::MOM_qb2of3__FCF_P_qb2of3__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C11_EPS_DYN_qmax8__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::P_IC_qb0of3__None__C2_ROE_DYN_riseq2__v0,TW,8077,2022-07-29,2022-04-01,2022-09-01,2.6555673228346457
TW::MOM_qb2of3__FCF_OI_qb2of3__C5_ROE_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__C2_ROE_DYN_riseq2__v0,TW,8077,2022-07-29,2022-04-01,2022-09-01,2.6555673228346457
TW::P_IC_qb1of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::MOM_qb2of3__EPS_qb2of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::P_IC_qb0of3__VOL_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,3095,2022-07-29,2022-06-01,2022-09-01,10.856551315789469
TW::P_IC_qb0of3__VOL_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,8101,2024-01-02,2023-09-01,2024-05-02,2.74162474747475
TW::MOM_qb2of3__None__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::P_IC_qb0of3__EPS_qb2of3__C16_FCF_P_DYN_riseq2__v0,TW,6130,2011-12-15,2011-04-01,2012-05-02,34.4719502327148
TW::PB_qb1of3__NETDEBT_EBITDA_qb0of3__C3_ROE_DYN_qmax4__v0,TW,5314,2022-07-29,2022-06-01,2022-09-01,2.6810291208791237
TW::MOM_qb2of3__ROE_qb2of3__C15_FCF_P_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::PS_qb1of3__REV_G_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::P_IC_qb0of3__OCF_E_qb2of3__C8_EPS_DYN_riseq1__v0,TW,8077,2022-07-29,2022-06-01,2022-09-01,3.7879644329896895
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__None__v0,TW,6130,2011-12-15,2009-09-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__None__v0,TW,8101,2024-01-02,2023-04-06,2025-04-01,2.216566812609457
TW::EV_S_qb1of3__None__C11_EPS_DYN_qmax8__v0,TW,3043,2022-07-29,2022-04-01,2022-09-01,7.063770253164555
TW::P_IC_qb0of3__PS_qb0of3__C1_ROE_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::MOM_qb2of3__CROIC_qb2of3__C5_ROE_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::MOM_qb2of3__FCF_P_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::MOM_qb2of3__REV_G_qb2of3__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::MOM_qb2of3__None__C5_ROE_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::P_IC_qb0of3__ROE_qb2of3__C16_FCF_P_DYN_riseq2__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__C8_EPS_DYN_riseq1__v0,TW,8077,2022-07-29,2022-06-01,2022-09-01,3.7879644329896895
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__C8_EPS_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::P_IC_qb0of3__PS_qb0of3__None__v0,TW,3095,2022-07-29,2021-04-01,2023-04-06,8.541188327526141
TW::MOM_qb2of3__EV_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW,4198,2022-07-29,2022-06-01,2022-12-01,5.38190510204082
TW::MOM_qb2of3__ROE_qb2of3__C8_EPS_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__EPS_qb2of3__C17_FCF_P_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::P_IC_qb0of3__REVENUE_qb0of3__C17_FCF_P_DYN_qmax4__v0,TW,3095,2022-07-29,2022-04-01,2022-09-01,11.014716666666642
TW::P_IC_qb0of3__REVENUE_qb0of3__C17_FCF_P_DYN_qmax4__v0,TW,8101,2024-01-02,2023-12-01,2024-05-02,3.485675423728809
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::MOM_qb2of3__EV_EBITDA_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,4198,2022-07-29,2022-06-01,2022-12-01,5.38190510204082
TW::MOM_qb2of3__REV_G_qb1of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__REV_G_qb1of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C9_EPS_DYN_riseq2__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C9_EPS_DYN_riseq2__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::MOM_qb2of3__DEBTRATIO_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__FCF_P_qb1of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::ROE_qb2of3__NETDEBT_EBITDA_qb2of3__C11_EPS_DYN_qmax8__v0,TW,3043,2022-07-29,2022-04-01,2022-09-01,7.063770253164555
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C8_EPS_DYN_riseq1__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::P_IC_qb0of3__VOL_qb2of3__C17_FCF_P_DYN_qmax4__v0,TW,3095,2022-07-29,2022-06-01,2022-09-01,10.856551315789469
TW::P_IC_qb0of3__VOL_qb2of3__C17_FCF_P_DYN_qmax4__v0,TW,8101,2024-01-02,2023-12-01,2024-05-02,3.485675423728809
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__C1_ROE_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C18_FCF_P_DYN_qmax8__v0,TW,8101,2024-01-02,2023-12-01,2024-05-02,3.485675423728809
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__C9_EPS_DYN_riseq2__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__C9_EPS_DYN_riseq2__v0,TW,8101,2024-01-02,2023-06-01,2024-10-01,1.0638667755991251
TW::ROE_qb2of3__FCF_P_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::PS_qb0of3__VOL_qb2of3__C8_EPS_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2022-09-01,10.856551315789469
TW::MOM_qb2of3__REVENUE_qb0of3__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::P_IC_qb0of3__None__C8_EPS_DYN_riseq1__v0,TW,8077,2022-07-29,2022-06-01,2022-09-01,3.7879644329896895
TW::P_IC_qb0of3__None__C8_EPS_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::P_IC_qb1of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,TW,3043,2022-07-29,2022-06-01,2023-12-01,8.005644252873548
TW::EV_S_qb1of3__VOL_qb2of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__None__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__None__v0,TW,8101,2024-01-02,2023-04-06,2025-04-01,2.216566812609457
TW::MOM_qb2of3__None__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::P_IC_qb0of3__EPS_qb2of3__C15_FCF_P_DYN_riseq1__v0,TW,6130,2011-12-15,2011-04-01,2012-05-02,34.4719502327148
TW::MOM_qb2of3__ROE_qb2of3__C1_ROE_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::P_IC_qb0of3__OCF_E_qb2of3__None__v0,TW,8077,2022-07-29,2022-04-01,,2.454779921259848
TW::MOM_qb2of3__ROE_qb2of3__C16_FCF_P_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__ROIC_qb2of3__C8_EPS_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::P_IC_qb0of3__EPS_qb2of3__None__v0,TW,6130,2011-12-15,2011-04-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__None__C11_EPS_DYN_qmax8__v0,TW,3043,2022-07-29,2022-04-01,2022-09-01,7.063770253164555
TW::PS_qb1of3__MOM_qb2of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::ROE_qb2of3__REV_G_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__FCF_P_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::PS_qb0of3__VOL_qb2of3__None__v0,TW,3095,2022-07-29,2022-06-01,2022-09-01,10.856551315789469
TW::PS_qb0of3__VOL_qb2of3__C1_ROE_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2022-09-01,10.856551315789469
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,TW,4198,2022-07-29,2022-06-01,2022-12-01,5.38190510204082
TW::MOM_qb2of3__REVENUE_qb0of3__C5_ROE_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C10_EPS_DYN_qmax4__v0,TW,3043,2022-07-29,2022-04-01,2022-09-01,7.063770253164555
TW::MOM_qb2of3__FCF_P_qb1of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__DEBTRATIO_qb1of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__ROE_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::ROE_qb2of3__REVENUE_qb0of3__C5_ROE_DYN_yoy__v0,TW,6130,2011-12-15,2010-12-01,2012-06-01,37.88906089472719
TW::ROE_qb2of3__REVENUE_qb0of3__C5_ROE_DYN_yoy__v0,TW,3043,2022-07-29,2022-04-01,2023-04-06,7.148158438818556
TW::P_IC_qb0of3__None__None__v0,TW,6130,2011-12-15,2009-09-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__None__None__v0,TW,8101,2024-01-02,2023-04-06,2025-06-02,1.805008143607705
TW::P_IC_qb0of3__None__None__v0,TW,3095,2022-07-29,2008-06-02,,-0.5628399651987569
TW::P_IC_qb0of3__None__None__v0,TW,8077,2022-07-29,2018-06-01,,0.9650020179372228
TW::MOM_qb2of3__EV_EBITDA_qb0of3__None__v0,TW,4198,2022-07-29,2022-06-01,2022-12-01,5.38190510204082
TW::MOM_qb2of3__None__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__ROIC_qb2of3__C15_FCF_P_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::P_IC_qb0of3__None__C1_ROE_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::MOM_qb2of3__REVENUE_qb1of3__C8_EPS_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C8_EPS_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::MOM_qb2of3__DEBTRATIO_qb1of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__NETDEBT_EBITDA_qb2of3__C5_ROE_DYN_yoy__v0,TW,6287,2022-07-29,2021-09-01,2022-09-01,1.374569580419579
TW::ROE_qb2of3__NETDEBT_EBITDA_qb2of3__C5_ROE_DYN_yoy__v0,TW,3043,2022-07-29,2022-04-01,2023-04-06,7.148158438818556
TW::MOM_qb2of3__EV_EBITDA_qb1of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::PB_qb1of3__REVENUE_qb0of3__C12_EPS_DYN_yoy__v0,TW,5314,2022-07-29,2022-04-01,2022-12-01,2.8422762327416216
TW::MOM_qb2of3__FCF_OI_qb2of3__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::P_IC_qb1of3__None__C11_EPS_DYN_qmax8__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::EV_S_qb1of3__OCF_E_qb1of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__REV_G_qb1of3__C8_EPS_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__None__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::PB_qb1of3__REVENUE_qb0of3__C3_ROE_DYN_qmax4__v0,TW,5314,2022-07-29,2022-06-01,2022-09-01,2.6810291208791237
TW::ROE_qb2of3__EPS_qb1of3__C5_ROE_DYN_yoy__v0,TW,3043,2022-07-29,2022-06-01,2022-12-01,6.69529942528735
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW,6130,2011-12-15,2009-12-01,2012-05-02,34.4719502327148
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C15_FCF_P_DYN_riseq1__v0,TW,8101,2024-01-02,2023-12-01,2024-05-02,3.485675423728809
TW::PS_qb0of3__DEBTRATIO_qb2of3__C8_EPS_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::ROE_qb2of3__ROIC_qb1of3__C5_ROE_DYN_yoy__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::MOM_qb2of3__CROIC_qb2of3__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::MOM_qb2of3__FCF_OI_qb2of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::EV_S_qb1of3__REVENUE_qb0of3__C12_EPS_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::EV_S_qb1of3__REVENUE_qb0of3__C12_EPS_DYN_yoy__v0,TW,3043,2022-07-29,2022-04-01,2023-04-06,7.148158438818556
TW::P_IC_qb1of3__ROE_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,TW,3043,2022-07-29,2022-06-01,2023-12-01,8.005644252873548
TW::P_IC_qb1of3__CROIC_qb1of3__C10_EPS_DYN_qmax4__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::P_IC_qb1of3__ROE_qb2of3__C5_ROE_DYN_yoy__v0,TW,3043,2022-07-29,2022-06-01,2023-04-06,7.879207471264354
TW::MOM_qb2of3__OCF_E_qb1of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__CROIC_qb2of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C2_ROE_DYN_riseq2__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::P_IC_qb1of3__ROE_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,TW,3043,2022-07-29,2022-06-01,2023-04-06,7.879207471264354
TW::MOM_qb2of3__FCF_OI_qb2of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::MOM_qb2of3__ROIC_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::EV_S_qb1of3__REVENUE_qb0of3__C5_ROE_DYN_yoy__v0,TW,4198,2022-07-29,2022-06-01,2022-09-01,4.667619387755104
TW::EV_S_qb1of3__REVENUE_qb0of3__C5_ROE_DYN_yoy__v0,TW,3043,2022-07-29,2022-04-01,2023-04-06,7.148158438818556
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__None__v0,TW,8077,2022-07-29,2021-09-01,2023-06-01,2.373145433789948
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb2of3__None__v0,TW,3095,2022-07-29,2017-06-01,,8.58874459459455
TW::P_IC_qb1of3__ROE_qb2of3__C10_EPS_DYN_qmax4__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::MOM_qb2of3__ROIC_qb2of3__C1_ROE_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::EV_S_qb1of3__MOM_qb2of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::MOM_qb2of3__EPS_qb2of3__C8_EPS_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::ROE_qb2of3__EV_EBITDA_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::PS_qb1of3__MOM_qb2of3__C2_ROE_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::ROE_qb2of3__EV_EBITDA_qb0of3__None__v0,TW,6130,2011-12-15,2010-12-01,2012-05-02,34.4719502327148
TW::ROE_qb2of3__EV_EBITDA_qb0of3__None__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::ROE_qb2of3__EPS_qb1of3__C12_EPS_DYN_yoy__v0,TW,3043,2022-07-29,2022-06-01,2022-12-01,6.69529942528735
TW::PS_qb1of3__MOM_qb2of3__C9_EPS_DYN_riseq2__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C1_ROE_DYN_riseq1__v0,TW,3095,2022-07-29,2022-06-01,2023-04-06,8.007307894736828
TW::ROE_qb2of3__NETDEBT_EBITDA_qb2of3__C12_EPS_DYN_yoy__v0,TW,3043,2022-07-29,2022-04-01,2023-06-01,6.736766033755264
TW::ROE_qb2of3__NETDEBT_EBITDA_qb2of3__C12_EPS_DYN_yoy__v0,TW,6287,2022-07-29,2021-09-01,,0.0955486013985972
TW::ROE_qb2of3__ROIC_qb1of3__C12_EPS_DYN_yoy__v0,TW,3043,2022-07-29,2022-06-01,2022-09-01,7.78725344827586
TW::MOM_qb2of3__REV_G_qb1of3__C1_ROE_DYN_riseq1__v0,TW,8011,2011-09-19,2011-09-01,2011-12-01,16.415514132620807
TW::PS_qb1of3__ROE_qb2of3__C3_ROE_DYN_qmax4__v0,TW,8011,2011-09-19,2011-09-01,2012-05-02,15.116427768200872
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__C18_FCF_P_DYN_qmax8__v0,TW,8101,2024-01-02,2023-12-01,2024-05-02,3.485675423728809
